ticketing_stop_id,stop_id,agency_id
ts-H00131P,G00041,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00141P,G00115,Tije
ts-H00116P,G00125,Tije
ts-H00212P,G00109,Tije
ts-H00057P,G00105,Tije
ts-H00194P,G00103,Tije
ts-H00144P,G00100,Tije
ts-H00034P,G00099,Tije
ts-H00199P,G00095,Tije
ts-H00188P,G00477,Tije
ts-H00100P,G00473,Tije
ts-H00160P,G00469,Tije
ts-H00256P,G00465,Tije
ts-H00147P,G00318,Tije
ts-H00056P,G00314,Tije
ts-H00239S,G00313,Tije
ts-H00096P,G00311,Tije
ts-H00096P,G00311,Tije
ts-H00238S,G00312,Tije
ts-H00056P,G00315,Tije
ts-H00196P,G00317,Tije
ts-H00147P,G00319,Tije
ts-H00256P,G00463,Tije
ts-H00160P,G00467,Tije
ts-H00100P,G00471,Tije
ts-H00188P,G00475,Tije
ts-H00033P,G00481,Tije
ts-H00035P,G00096,Tije
ts-H00199P,G00094,Tije
ts-H00034P,G00098,Tije
ts-H00144P,G00101,Tije
ts-H00194P,G00102,Tije
ts-H00057P,G00104,Tije
ts-H00212P,G00106,Tije
ts-H00116P,G00124,Tije
ts-H00058P,G00113,Tije
ts-H00078P,G00114,Tije
ts-H00092P,G00120,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00141P,G00115,Tije
ts-H00116P,G00125,Tije
ts-H00212P,G00109,Tije
ts-H00057P,G00105,Tije
ts-H00194P,G00103,Tije
ts-H00144P,G00100,Tije
ts-H00034P,G00099,Tije
ts-H00199P,G00095,Tije
ts-H00188P,G00477,Tije
ts-H00100P,G00473,Tije
ts-H00160P,G00469,Tije
ts-H00256P,G00465,Tije
ts-H00147P,G00318,Tije
ts-H00056P,G00314,Tije
ts-H00239S,G00313,Tije
ts-H00096P,G00311,Tije
ts-H00096P,G00311,Tije
ts-H00238S,G00312,Tije
ts-H00056P,G00315,Tije
ts-H00196P,G00317,Tije
ts-H00147P,G00319,Tije
ts-H00256P,G00463,Tije
ts-H00160P,G00467,Tije
ts-H00100P,G00471,Tije
ts-H00188P,G00475,Tije
ts-H00033P,G00481,Tije
ts-H00035P,G00096,Tije
ts-H00199P,G00094,Tije
ts-H00034P,G00098,Tije
ts-H00144P,G00101,Tije
ts-H00194P,G00102,Tije
ts-H00057P,G00104,Tije
ts-H00212P,G00106,Tije
ts-H00116P,G00124,Tije
ts-H00058P,G00113,Tije
ts-H00078P,G00114,Tije
ts-H00092P,G00120,Tije
ts-H00155P,G00122,Tije
ts-H00131P,G00042,Tije
ts-H00131P,G00041,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00141P,G00115,Tije
ts-H00116P,G00125,Tije
ts-H00212P,G00109,Tije
ts-H00057P,G00105,Tije
ts-H00194P,G00103,Tije
ts-H00144P,G00100,Tije
ts-H00034P,G00099,Tije
ts-H00199P,G00095,Tije
ts-H00188P,G00477,Tije
ts-H00100P,G00473,Tije
ts-H00160P,G00469,Tije
ts-H00256P,G00465,Tije
ts-H00147P,G00318,Tije
ts-H00056P,G00314,Tije
ts-H00239S,G00313,Tije
ts-H00096P,G00311,Tije
ts-H00096P,G00311,Tije
ts-H00238S,G00312,Tije
ts-H00056P,G00315,Tije
ts-H00196P,G00317,Tije
ts-H00147P,G00319,Tije
ts-H00256P,G00463,Tije
ts-H00160P,G00467,Tije
ts-H00100P,G00471,Tije
ts-H00188P,G00475,Tije
ts-H00033P,G00481,Tije
ts-H00035P,G00096,Tije
ts-H00199P,G00094,Tije
ts-H00034P,G00098,Tije
ts-H00144P,G00101,Tije
ts-H00194P,G00102,Tije
ts-H00057P,G00104,Tije
ts-H00212P,G00106,Tije
ts-H00116P,G00124,Tije
ts-H00006P,G00066,Tije
ts-H00131P,G00041,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00092P,G00116,Tije
ts-H00141P,G00115,Tije
ts-H00116P,G00125,Tije
ts-H00212P,G00109,Tije
ts-H00057P,G00105,Tije
ts-H00194P,G00103,Tije
ts-H00144P,G00100,Tije
ts-H00034P,G00099,Tije
ts-H00199P,G00095,Tije
ts-H00188P,G00477,Tije
ts-H00100P,G00473,Tije
ts-H00160P,G00469,Tije
ts-H00256P,G00465,Tije
ts-H00147P,G00318,Tije
ts-H00196P,G00316,Tije
ts-H00056P,G00314,Tije
ts-H00239S,G00313,Tije
ts-H00096P,G00311,Tije
ts-H00096P,G00311,Tije
ts-H00238S,G00312,Tije
ts-H00056P,G00315,Tije
ts-H00196P,G00317,Tije
ts-H00147P,G00319,Tije
ts-H00030P,G00720,Tije
ts-H00276P,G00345,Tije
ts-H00028P,G00349,Tije
ts-H00066P,G00350,Tije
ts-H00012P,G00353,Tije
ts-H00095P,G00673,Tije
ts-H00095P,G00672,Tije
ts-H00012P,G00352,Tije
ts-H00066P,G00351,Tije
ts-H00028P,G00348,Tije
ts-H00276P,G00347,Tije
ts-H00030P,G00717,Tije
ts-H00147P,G00318,Tije
ts-H00196P,G00316,Tije
ts-H00056P,G00314,Tije
ts-H00239S,G00313,Tije
ts-H00096P,G00311,Tije
ts-H00096P,G00311,Tije
ts-H00030P,G00720,Tije
ts-H00276P,G00345,Tije
ts-H00028P,G00349,Tije
ts-H00066P,G00350,Tije
ts-H00012P,G00353,Tije
ts-H00095P,G00673,Tije
ts-H00029P,G00451,Tije
ts-H00013P,G00335,Tije
ts-H00013P,G00332,Tije
ts-H00029P,G00448,Tije
ts-H00013P,G00332,Tije
ts-H00029P,G00448,Tije
ts-H00013P,G00332,Tije
ts-H00029P,G00448,Tije
ts-B06577P,G00727,Tije
ts-B06577P,G00727,Tije
ts-B06577P,G00727,Tije
ts-H00013P,G00329,Tije
ts-H00013P,G00336,Tije
ts-H00171P,G00327,Tije
ts-B06577P,G00727,Tije
ts-B06577P,G00727,Tije
ts-B06577P,G00727,Tije
ts-H00013P,G00329,Tije
ts-H00096P,G00311,Tije
ts-H00238S,G00312,Tije
ts-H00056P,G00315,Tije
ts-H00196P,G00317,Tije
ts-H00147P,G00319,Tije
ts-H00150P,G00321,Tije
ts-H00171P,G00322,Tije
ts-H00013P,G00329,Tije
ts-H00030P,G00720,Tije
ts-H00276P,G00345,Tije
ts-H00028P,G00349,Tije
ts-H00066P,G00350,Tije
ts-H00012P,G00353,Tije
ts-H00095P,G00673,Tije
ts-H00095P,G00672,Tije
ts-H00012P,G00352,Tije
ts-H00066P,G00351,Tije
ts-H00028P,G00348,Tije
ts-H00276P,G00347,Tije
ts-H00030P,G00718,Tije
ts-H00013P,G00336,Tije
ts-H00171P,G00327,Tije
ts-H00150P,G00320,Tije
ts-H00147P,G00318,Tije
ts-H00196P,G00316,Tije
ts-H00056P,G00314,Tije
ts-H00239S,G00313,Tije
ts-H00096P,G00311,Tije
ts-H00276P,G00344,Tije
ts-H00062S,G00408,Tije
ts-H00064S,G00412,Tije
ts-H00242S,G00415,Tije
ts-H00139P,G00417,Tije
ts-H00244S,G00419,Tije
ts-H00113P,G00421,Tije
ts-H00119S,G00425,Tije
ts-H00137S,G00665,Tije
ts-H00027C,G00429,Tije
ts-H00218S,G00077,Tije
ts-H00220S,G00433,Tije
ts-H00204S,G00436,Tije
ts-H00210S,G00403,Tije
ts-H00138S,G00439,Tije
ts-H00085P,G00441,Tije
ts-H00086P,G00444,Tije
ts-H00164P,G00074,Tije
ts-H00174P,G00676,Tije
ts-H00029P,G00448,Tije
ts-H00162P,G00452,Tije
ts-H00039P,G00454,Tije
ts-H00156P,G00457,Tije
ts-H00037C,G00458,Tije
ts-H00002P,G00461,Tije
ts-H00256P,G00463,Tije
ts-H00160P,G00467,Tije
ts-H00100P,G00471,Tije
ts-H00188P,G00475,Tije
ts-H00033P,G00481,Tije
ts-H00032P,G00483,Tije
ts-H00263P,G00487,Tije
ts-H00233P,G00492,Tije
ts-H00175P,G00496,Tije
ts-H00260S,G00499,Tije
ts-H00165P,G00505,Tije
ts-H00051P,G00507,Tije
ts-H00240P,G00511,Tije
ts-H00276P,G00345,Tije
ts-H00028P,G00349,Tije
ts-H00066P,G00350,Tije
ts-H00012P,G00353,Tije
ts-H00095P,G00674,Tije
ts-H00104P,G00209,Tije
ts-H00217P,G00213,Tije
ts-H00245P,G00215,Tije
ts-H00128P,G00217,Tije
ts-H00205P,G00219,Tije
ts-H00206P,G00221,Tije
ts-H00112P,G00223,Tije
ts-H00136P,G00224,Tije
ts-H00213P,G00228,Tije
ts-H00018P,G00231,Tije
ts-H00142P,G00233,Tije
ts-H00088P,G00235,Tije
ts-H00072P,G00237,Tije
ts-H00134P,G00239,Tije
ts-H00003P,G00241,Tije
ts-H00141P,G00115,Tije
ts-H00092P,G00120,Tije
ts-H00155P,G00122,Tije
ts-H00170P,G00166,Tije
ts-H00201P,G00400,Tije
ts-H00250P,G00398,Tije
ts-H00210S,G00403,Tije
ts-H00083P,G00135,Tije
ts-H00083P,G00138,Tije
ts-H00071P,G00739,Tije
ts-H00211S,G00405,Tije
ts-H00250P,G00397,Tije
ts-H00201P,G00399,Tije
ts-H00170P,G00163,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00141P,G00115,Tije
ts-H00083P,G00138,Tije
ts-H00211S,G00405,Tije
ts-H00250P,G00397,Tije
ts-H00201P,G00399,Tije
ts-H00170P,G00163,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00083P,G00138,Tije
ts-H00071P,G00739,Tije
ts-H00211S,G00405,Tije
ts-H00250P,G00397,Tije
ts-H00201P,G00399,Tije
ts-H00170P,G00163,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00141P,G00115,Tije
ts-B00825P,G00631,Tije
ts-H00167P,G00384,Tije
ts-H00264P,G00088,Tije
ts-H00264P,G00087,Tije
ts-H00149P,G00373,Tije
ts-H00149P,G00376,Tije
ts-H00264P,G00088,Tije
ts-H00266P,G00083,Tije
ts-H00102P,G00372,Tije
ts-H00237P,G00370,Tije
ts-H00266P,G00083,Tije
ts-H00071P,G00741,Tije
ts-H00071P,G00739,Tije
ts-H00122P,G00359,Tije
ts-H00179P,G00360,Tije
ts-H00177P,G00363,Tije
ts-H00178P,G00367,Tije
ts-H00237P,G00369,Tije
ts-H00102P,G00371,Tije
ts-H00149P,G00375,Tije
ts-H00216P,G00379,Tije
ts-H00166P,G00381,Tije
ts-H00167P,G00383,Tije
ts-H00180P,G00385,Tije
ts-H00107P,G00387,Tije
ts-H00103P,G00389,Tije
ts-H00050P,G00391,Tije
ts-H00105P,G00393,Tije
ts-H00106P,G00395,Tije
ts-H00083P,G00138,Tije
ts-H00211S,G00405,Tije
ts-H00210S,G00403,Tije
ts-H00083P,G00135,Tije
ts-H00106P,G00396,Tije
ts-H00105P,G00394,Tije
ts-H00050P,G00392,Tije
ts-H00103P,G00390,Tije
ts-H00107P,G00388,Tije
ts-H00180P,G00386,Tije
ts-H00167P,G00384,Tije
ts-H00166P,G00382,Tije
ts-H00216P,G00380,Tije
ts-H00149P,G00378,Tije
ts-H00102P,G00372,Tije
ts-H00237P,G00370,Tije
ts-H00178P,G00368,Tije
ts-H00177P,G00366,Tije
ts-H00122P,G00359,Tije
ts-H00141P,G00115,Tije
ts-H00092P,G00118,Tije
ts-H00155P,G00122,Tije
ts-H00170P,G00166,Tije
ts-H00201P,G00400,Tije
ts-H00250P,G00398,Tije
ts-H00210S,G00403,Tije
ts-H00083P,G00135,Tije
ts-H00077P,G00144,Tije
ts-H00106P,G00396,Tije
ts-H00105P,G00394,Tije
ts-H00050P,G00392,Tije
ts-H00103P,G00390,Tije
ts-H00107P,G00388,Tije
ts-H00180P,G00386,Tije
ts-H00167P,G00384,Tije
ts-H00166P,G00382,Tije
ts-H00216P,G00380,Tije
ts-H00149P,G00378,Tije
ts-H00149P,G00375,Tije
ts-H00216P,G00379,Tije
ts-H00166P,G00381,Tije
ts-H00167P,G00383,Tije
ts-H00180P,G00385,Tije
ts-H00107P,G00387,Tije
ts-H00103P,G00389,Tije
ts-H00050P,G00391,Tije
ts-H00105P,G00393,Tije
ts-H00106P,G00395,Tije
ts-H00077P,G00147,Tije
ts-H00083P,G00138,Tije
ts-H00071P,G00739,Tije
ts-H00211S,G00405,Tije
ts-H00250P,G00397,Tije
ts-H00201P,G00399,Tije
ts-H00170P,G00163,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00141P,G00115,Tije
ts-H00141P,G00115,Tije
ts-H00092P,G00118,Tije
ts-H00155P,G00122,Tije
ts-H00170P,G00166,Tije
ts-H00201P,G00400,Tije
ts-H00250P,G00398,Tije
ts-H00210S,G00403,Tije
ts-H00083P,G00135,Tije
ts-H00077P,G00144,Tije
ts-H00106P,G00396,Tije
ts-H00105P,G00394,Tije
ts-H00050P,G00392,Tije
ts-H00103P,G00390,Tije
ts-H00107P,G00388,Tije
ts-H00180P,G00386,Tije
ts-H00167P,G00384,Tije
ts-H00166P,G00382,Tije
ts-H00216P,G00380,Tije
ts-H00149P,G00378,Tije
ts-H00102P,G00372,Tije
ts-H00237P,G00370,Tije
ts-H00178P,G00368,Tije
ts-H00178P,G00367,Tije
ts-H00237P,G00369,Tije
ts-H00102P,G00371,Tije
ts-H00149P,G00375,Tije
ts-H00216P,G00379,Tije
ts-H00166P,G00381,Tije
ts-H00167P,G00383,Tije
ts-H00180P,G00385,Tije
ts-H00107P,G00387,Tije
ts-H00103P,G00389,Tije
ts-H00050P,G00391,Tije
ts-H00105P,G00393,Tije
ts-H00106P,G00395,Tije
ts-H00077P,G00147,Tije
ts-H00083P,G00138,Tije
ts-H00071P,G00739,Tije
ts-H00211S,G00405,Tije
ts-H00250P,G00397,Tije
ts-H00201P,G00399,Tije
ts-H00170P,G00163,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00141P,G00115,Tije
ts-H00122P,G00359,Tije
ts-H00179P,G00360,Tije
ts-H00177P,G00363,Tije
ts-H00178P,G00367,Tije
ts-H00237P,G00369,Tije
ts-H00102P,G00371,Tije
ts-H00149P,G00375,Tije
ts-H00216P,G00379,Tije
ts-H00166P,G00381,Tije
ts-H00167P,G00383,Tije
ts-H00180P,G00385,Tije
ts-H00107P,G00387,Tije
ts-H00103P,G00389,Tije
ts-H00050P,G00391,Tije
ts-H00105P,G00393,Tije
ts-H00106P,G00395,Tije
ts-H00077P,G00147,Tije
ts-H00083P,G00138,Tije
ts-H00071P,G00739,Tije
ts-H00211S,G00405,Tije
ts-H00250P,G00397,Tije
ts-H00250P,G00398,Tije
ts-H00210S,G00403,Tije
ts-H00083P,G00135,Tije
ts-H00077P,G00144,Tije
ts-H00106P,G00396,Tije
ts-H00105P,G00394,Tije
ts-H00050P,G00392,Tije
ts-H00103P,G00390,Tije
ts-H00107P,G00388,Tije
ts-H00180P,G00386,Tije
ts-H00167P,G00384,Tije
ts-H00166P,G00382,Tije
ts-H00216P,G00380,Tije
ts-H00149P,G00378,Tije
ts-H00102P,G00372,Tije
ts-H00237P,G00370,Tije
ts-H00178P,G00368,Tije
ts-H00177P,G00366,Tije
ts-H00122P,G00359,Tije
ts-B00825P,G00630,Tije
ts-H00071P,G00739,Tije
ts-H00211S,G00405,Tije
ts-H00210S,G00403,Tije
ts-H00071P,G00741,Tije
ts-H00052P,G00650,Tije
ts-B00825P,G00630,Tije
ts-H00149P,G00373,Tije
ts-H00036C,G00725,Tije
ts-H00036C,G00723,Tije
ts-H00149P,G00373,Tije
ts-H00149P,G00373,Tije
ts-H00036C,G00725,Tije
ts-H00122P,G00359,Tije
ts-H00179P,G00360,Tije
ts-H00177P,G00363,Tije
ts-H00178P,G00367,Tije
ts-H00237P,G00369,Tije
ts-H00102P,G00371,Tije
ts-H00149P,G00375,Tije
ts-H00216P,G00379,Tije
ts-H00166P,G00381,Tije
ts-H00167P,G00383,Tije
ts-H00180P,G00385,Tije
ts-H00107P,G00387,Tije
ts-H00103P,G00389,Tije
ts-H00050P,G00391,Tije
ts-H00105P,G00393,Tije
ts-H00106P,G00395,Tije
ts-H00077P,G00147,Tije
ts-H00083P,G00138,Tije
ts-H00070P,G00708,Tije
ts-H00200P,G00131,Tije
ts-H00170P,G00163,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00141P,G00115,Tije
ts-H00141P,G00115,Tije
ts-H00092P,G00118,Tije
ts-H00155P,G00122,Tije
ts-H00170P,G00166,Tije
ts-H00200P,G00129,Tije
ts-H00070P,G00706,Tije
ts-H00083P,G00135,Tije
ts-H00077P,G00144,Tije
ts-H00106P,G00396,Tije
ts-H00105P,G00394,Tije
ts-H00050P,G00392,Tije
ts-H00103P,G00390,Tije
ts-H00107P,G00388,Tije
ts-H00180P,G00386,Tije
ts-H00167P,G00384,Tije
ts-H00166P,G00382,Tije
ts-H00216P,G00380,Tije
ts-H00149P,G00378,Tije
ts-H00102P,G00372,Tije
ts-H00237P,G00370,Tije
ts-H00178P,G00368,Tije
ts-H00177P,G00366,Tije
ts-H00122P,G00359,Tije
ts-H00141P,G00115,Tije
ts-H00092P,G00118,Tije
ts-H00155P,G00122,Tije
ts-H00170P,G00166,Tije
ts-H00201P,G00400,Tije
ts-H00250P,G00398,Tije
ts-H00210S,G00403,Tije
ts-H00083P,G00135,Tije
ts-H00077P,G00144,Tije
ts-H00122P,G00359,Tije
ts-H00179P,G00360,Tije
ts-H00177P,G00363,Tije
ts-H00178P,G00367,Tije
ts-H00237P,G00369,Tije
ts-H00102P,G00371,Tije
ts-H00149P,G00375,Tije
ts-H00216P,G00379,Tije
ts-H00166P,G00381,Tije
ts-H00167P,G00383,Tije
ts-H00180P,G00385,Tije
ts-H00107P,G00387,Tije
ts-H00103P,G00389,Tije
ts-H00050P,G00391,Tije
ts-H00105P,G00393,Tije
ts-H00106P,G00395,Tije
ts-H00077P,G00147,Tije
ts-H00077P,G00147,Tije
ts-H00083P,G00138,Tije
ts-H00071P,G00739,Tije
ts-H00211S,G00405,Tije
ts-H00250P,G00397,Tije
ts-H00201P,G00399,Tije
ts-H00170P,G00163,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00141P,G00115,Tije
ts-H00077P,G00144,Tije
ts-H00106P,G00396,Tije
ts-H00105P,G00394,Tije
ts-H00050P,G00392,Tije
ts-H00103P,G00390,Tije
ts-H00107P,G00388,Tije
ts-H00180P,G00386,Tije
ts-H00167P,G00384,Tije
ts-H00166P,G00382,Tije
ts-H00216P,G00380,Tije
ts-H00149P,G00378,Tije
ts-H00102P,G00372,Tije
ts-H00178P,G00368,Tije
ts-H00177P,G00366,Tije
ts-H00122P,G00359,Tije
ts-H00122P,G00359,Tije
ts-H00179P,G00360,Tije
ts-H00177P,G00363,Tije
ts-H00178P,G00367,Tije
ts-H00237P,G00369,Tije
ts-H00102P,G00371,Tije
ts-H00149P,G00375,Tije
ts-H00216P,G00379,Tije
ts-H00166P,G00381,Tije
ts-H00167P,G00383,Tije
ts-H00180P,G00385,Tije
ts-H00107P,G00387,Tije
ts-H00103P,G00389,Tije
ts-H00050P,G00391,Tije
ts-H00105P,G00393,Tije
ts-H00106P,G00395,Tije
ts-H00077P,G00147,Tije
ts-H00083P,G00138,Tije
ts-H00071P,G00739,Tije
ts-H00211S,G00405,Tije
ts-H00250P,G00397,Tije
ts-H00201P,G00399,Tije
ts-H00170P,G00163,Tije
ts-H00155P,G00121,Tije
ts-H00092P,G00117,Tije
ts-H00141P,G00115,Tije
ts-H00141P,G00115,Tije
ts-H00092P,G00118,Tije
ts-H00155P,G00122,Tije
ts-H00170P,G00166,Tije
ts-H00201P,G00400,Tije
ts-H00250P,G00398,Tije
ts-H00210S,G00403,Tije
ts-H00083P,G00135,Tije
ts-H00077P,G00144,Tije
ts-H00106P,G00396,Tije
ts-H00105P,G00394,Tije
ts-H00050P,G00392,Tije
ts-H00103P,G00390,Tije
ts-H00107P,G00388,Tije
ts-H00180P,G00386,Tije
ts-H00167P,G00384,Tije
ts-H00166P,G00382,Tije
ts-H00216P,G00380,Tije
ts-H00149P,G00378,Tije
ts-H00102P,G00372,Tije
ts-H00237P,G00370,Tije
ts-H00178P,G00368,Tije
ts-H00177P,G00366,Tije
ts-H00122P,G00359,Tije
ts-H00210S,G00403,Tije
ts-H00083P,G00135,Tije
ts-H00077P,G00144,Tije
ts-H00106P,G00396,Tije
ts-H00105P,G00394,Tije
ts-H00050P,G00392,Tije
ts-H00103P,G00390,Tije
ts-H00107P,G00388,Tije
ts-H00180P,G00386,Tije
ts-H00167P,G00384,Tije
ts-H00166P,G00382,Tije
ts-H00216P,G00380,Tije
ts-H00149P,G00378,Tije
ts-H00102P,G00372,Tije
ts-H00237P,G00370,Tije
ts-H00178P,G00368,Tije
ts-H00177P,G00366,Tije
ts-H00122P,G00359,Tije
ts-H00122P,G00359,Tije
ts-H00179P,G00360,Tije
ts-H00177P,G00363,Tije
ts-H00178P,G00367,Tije
ts-H00237P,G00369,Tije
ts-H00102P,G00371,Tije
ts-H00149P,G00375,Tije
ts-H00216P,G00379,Tije
ts-H00166P,G00381,Tije
ts-H00167P,G00383,Tije
ts-H00180P,G00385,Tije
ts-H00107P,G00387,Tije
ts-H00103P,G00389,Tije
ts-H00050P,G00391,Tije
ts-H00105P,G00393,Tije
ts-H00106P,G00395,Tije
ts-H00077P,G00147,Tije
ts-H00083P,G00138,Tije
ts-H00071P,G00739,Tije
ts-H00211S,G00405,Tije
ts-H00171P,G00322,Tije
ts-H00013P,G00329,Tije
ts-H00276P,G00344,Tije
ts-H00062S,G00408,Tije
ts-H00064S,G00412,Tije
ts-H00242S,G00415,Tije
ts-H00139P,G00417,Tije
ts-H00203S,G00738,Tije
ts-H00244S,G00419,Tije
ts-H00113P,G00421,Tije
ts-H00119S,G00425,Tije
ts-H00137S,G00665,Tije
ts-H00027C,G00429,Tije
ts-H00218S,G00077,Tije
ts-H00036C,G00726,Tije
ts-H00220S,G00433,Tije
ts-H00204S,G00436,Tije
ts-H00209S,G00437,Tije
ts-H00224S,G00434,Tije
ts-H00036C,G00724,Tije
ts-H00219S,G00080,Tije
ts-H00027C,G00432,Tije
ts-H00120S,G00667,Tije
ts-H00109S,G00427,Tije
ts-H00113P,G00423,Tije
ts-H00243S,G00420,Tije
ts-H00198S,G00736,Tije
ts-H00139P,G00418,Tije
ts-H00241S,G00416,Tije
ts-H00063S,G00732,Tije
ts-H00061S,G00410,Tije
ts-H00276P,G00346,Tije
ts-H00013P,G00336,Tije
ts-H00171P,G00327,Tije
ts-H00071P,G00740,Tije
ts-H00211S,G00405,Tije
ts-H00209S,G00437,Tije
ts-H00224S,G00434,Tije
ts-H00036C,G00724,Tije
ts-H00219S,G00080,Tije
ts-H00027C,G00432,Tije
ts-H00120S,G00667,Tije
ts-H00109S,G00427,Tije
ts-H00113P,G00423,Tije
ts-H00243S,G00420,Tije
ts-H00198S,G00736,Tije
ts-H00139P,G00418,Tije
ts-H00241S,G00416,Tije
ts-H00063S,G00732,Tije
ts-H00061S,G00410,Tije
ts-H00276P,G00346,Tije
ts-H00013P,G00336,Tije
ts-H00171P,G00327,Tije
ts-H00171P,G00322,Tije
ts-H00013P,G00329,Tije
ts-H00276P,G00344,Tije
ts-H00062S,G00408,Tije
ts-H00064S,G00412,Tije
ts-H00242S,G00415,Tije
ts-H00139P,G00417,Tije
ts-H00203S,G00738,Tije
ts-H00244S,G00419,Tije
ts-H00113P,G00421,Tije
ts-H00119S,G00425,Tije
ts-H00137S,G00665,Tije
ts-H00027C,G00429,Tije
ts-H00218S,G00077,Tije
ts-H00036C,G00726,Tije
ts-H00220S,G00433,Tije
ts-H00204S,G00436,Tije
ts-H00210S,G00403,Tije
ts-H00071P,G00741,Tije
ts-H00173P,G00401,Tije
ts-H00060P,G00001,Tije
ts-H00030P,G00721,Tije
ts-H00276P,G00344,Tije
ts-H00062S,G00408,Tije
ts-H00064S,G00413,Tije
ts-H00242S,G00415,Tije
ts-H00139P,G00417,Tije
ts-H00203S,G00738,Tije
ts-H00244S,G00419,Tije
ts-H00113P,G00421,Tije
ts-H00119S,G00425,Tije
ts-H00137S,G00665,Tije
ts-H00067P,G00013,Tije
ts-H00023P,G00693,Tije
ts-H00023P,G00695,Tije
ts-H00067P,G00015,Tije
ts-H00027C,G00432,Tije
ts-H00120S,G00667,Tije
ts-H00109S,G00427,Tije
ts-H00113P,G00423,Tije
ts-H00243S,G00420,Tije
ts-H00198S,G00736,Tije
ts-H00139P,G00418,Tije
ts-H00241S,G00416,Tije
ts-H00063S,G00414,Tije
ts-H00061S,G00410,Tije
ts-H00276P,G00347,Tije
ts-H00030P,G00717,Tije
ts-H00060P,G00002,Tije
ts-H00173P,G00401,Tije
ts-H00023P,G00695,Tije
ts-H00067P,G00015,Tije
ts-H00027C,G00432,Tije
ts-H00120S,G00667,Tije
ts-H00109S,G00427,Tije
ts-H00113P,G00423,Tije
ts-H00243S,G00420,Tije
ts-H00198S,G00736,Tije
ts-H00139P,G00418,Tije
ts-H00241S,G00416,Tije
ts-H00063S,G00414,Tije
ts-H00061S,G00410,Tije
ts-H00276P,G00347,Tije
ts-H00030P,G00717,Tije
ts-H00060P,G00002,Tije
ts-H00173P,G00401,Tije
ts-H00192P,G00758,Tije
ts-H00023P,G00695,Tije
ts-H00067P,G00015,Tije
ts-H00027C,G00432,Tije
ts-H00120S,G00667,Tije
ts-H00109S,G00427,Tije
ts-H00113P,G00423,Tije
ts-H00243S,G00420,Tije
ts-H00198S,G00736,Tije
ts-H00139P,G00418,Tije
ts-H00241S,G00416,Tije
ts-H00063S,G00414,Tije
ts-H00061S,G00410,Tije
ts-H00276P,G00347,Tije
ts-H00030P,G00717,Tije
ts-H00060P,G00002,Tije
ts-H00173P,G00401,Tije
ts-H00203S,G00737,Tije
ts-H00113P,G00421,Tije
ts-H00113P,G00423,Tije
ts-H00198S,G00735,Tije
ts-H00203S,G00737,Tije
ts-H00113P,G00421,Tije
ts-H00113P,G00423,Tije
ts-H00198S,G00735,Tije
ts-H00203S,G00737,Tije
ts-H00113P,G00421,Tije
ts-H00022P,G00034,Tije
ts-H00207P,G00037,Tije
ts-H00052P,G00650,Tije
ts-B00825P,G00631,Tije
ts-B00825P,G00631,Tije
ts-H00207P,G00035,Tije
ts-H00022P,G00031,Tije
ts-H00113P,G00423,Tije
ts-H00198S,G00735,Tije
ts-H00203S,G00737,Tije
ts-H00113P,G00421,Tije
ts-B00825P,G00631,Tije
ts-B00825P,G00631,Tije
ts-H00113P,G00423,Tije
ts-H00198S,G00735,Tije
ts-H00149P,G00373,Tije
ts-H00270P,G00638,Tije
ts-H00220S,G00433,Tije
ts-H00204S,G00436,Tije
ts-H00210S,G00403,Tije
ts-H00083P,G00132,Tije
ts-H00083P,G00141,Tije
ts-H00211S,G00405,Tije
ts-H00209S,G00437,Tije
ts-H00224S,G00434,Tije
ts-H00036C,G00724,Tije
ts-H00149P,G00376,Tije
ts-H00149P,G00373,Tije
ts-H00270P,G00638,Tije
ts-H00220S,G00433,Tije
ts-H00204S,G00436,Tije
ts-H00209S,G00437,Tije
ts-H00224S,G00434,Tije
ts-H00036C,G00724,Tije
ts-H00149P,G00376,Tije
ts-H00083P,P00087,Tije
ts-H00211S,P00212,Tije
ts-H00209S,P00205,Tije
ts-H00224S,P00225,Tije
ts-H00036C,G00724,Tije
ts-H00269P,P00230,Tije
ts-H00149P,P00155,Tije
ts-H00085P,G00442,Tije
ts-H00197S,G00440,Tije
ts-H00138S,G00439,Tije
ts-H00085P,G00441,Tije
ts-H00086P,G00444,Tije
ts-H00089P,G00445,Tije
ts-H00164P,G00074,Tije
ts-H00174P,G00676,Tije
